ID,channel,offset,exponent,knee,error_mae,gof_rsquared,dataset
185,GD010Rf1,6.473237758818427,3.7972931720855065,8867.65991651016,0.08226191551174605,0.9899833442778697,iEEG atlas
186,GD010Rf2,7.391625042469698,4.4243854637586,78058.69635648823,0.10219199037296245,0.9901033328651455,iEEG atlas
187,GD010Rf3,6.501778085150077,4.132056331665524,48604.917983366235,0.10596061522684791,0.9825018679965662,iEEG atlas
188,GD010Rf4,7.903352761264133,4.601458892019016,126946.98105697722,0.10959889973190916,0.9883469411680667,iEEG atlas
189,GD010Rf5,7.520669568517152,4.398910070086977,91985.30968349421,0.10979456246230003,0.9869253935869265,iEEG atlas
190,GD010Ry7,4.296271282855618,2.615723294404768,537.7378225035991,0.0714485970338951,0.9833181757450423,iEEG atlas
191,GD010Rs1,4.408777036953074,2.975373945193312,1879.289107744009,0.09150566185196052,0.9763304571334525,iEEG atlas
192,GD010Rs2,4.970069633308157,3.3146542956859597,5839.345949664124,0.09109797787252197,0.9787292573403945,iEEG atlas
193,GD010Ro1,6.592398163853415,3.866817639512628,36535.219405494376,0.0819644388605053,0.9854960968669645,iEEG atlas
194,GD010Ro2,5.515084934270805,3.1697242919983633,2717.987463931412,0.10189145617625175,0.9781806259401303,iEEG atlas
195,GD010Rp1,4.032957212747173,2.541293359117591,255.86932244065346,0.07165468616770289,0.9805722201947482,iEEG atlas
196,GD010Rp2,2.7334057739810746,1.636135534022168,1.3765118500760403,0.07420861643121525,0.9784555125898551,iEEG atlas
197,GD010Rp3,2.826869324002839,1.566995196770608,14.491213955352992,0.08123144680929775,0.9543104364194681,iEEG atlas
198,GD010Rp10,3.9070009428331405,2.6261233973932585,244.0507545080839,0.08986526932323306,0.9756507274557237,iEEG atlas
199,GD010Rp11,2.910836643752987,2.014072877865865,29.006203998352465,0.09509277542041805,0.9669441166004601,iEEG atlas
200,GD010Rp12,3.652549707234608,2.441024231837969,68.58080225198596,0.08818265405223732,0.9774269509490927,iEEG atlas
201,GD010Rp13,4.773794025359135,3.2678674367698735,4783.750942949579,0.10071629415942292,0.9749730948528192,iEEG atlas
202,GD010Rp14,4.253519390632081,3.1051126494408545,3730.841005881914,0.08669305593801782,0.9775580875246045,iEEG atlas
203,GD011Rl9,3.0348635660738523,2.3721580841049215,134.28555351254928,0.0714319400390395,0.9838463971038417,iEEG atlas
204,GD011Rx6,3.5697156287542664,2.3760772223313626,324.80998006394753,0.08215641025854171,0.9641292959422786,iEEG atlas
205,GD011Rx13,1.8462558535960443,1.8940148322022878,26.03179289235162,0.07701759885095526,0.9752463193016894,iEEG atlas
206,GD011Rx14,3.4193524941243503,2.214405202851431,73.53685277881488,0.07832608730223897,0.9797147942183068,iEEG atlas
207,GD011Ry11,1.7906961230528573,1.9963018866846982,22.426587893196505,0.07681542195757896,0.9706679561396385,iEEG atlas
208,GD011Ry12,2.1933336719243828,2.1847335794214398,63.68192685179225,0.07332675184374905,0.9791553984624491,iEEG atlas
209,GD011Ry13,1.827674787452445,1.8712668606444294,10.091427537358344,0.08575573361606587,0.9736085398343426,iEEG atlas
210,GD011Rq1,4.253871431586032,2.959756272752745,1524.7402988890044,0.0840985640013815,0.9771699633819751,iEEG atlas
211,GD011Rq2,3.2884799255937307,2.7247905933056886,613.6556000597734,0.0959241333930679,0.9720505659570989,iEEG atlas
212,GD011Rq3,2.713202036099269,2.298095345970383,83.99748154767246,0.09767125973729986,0.9750534249894502,iEEG atlas
213,GD011Rq6,3.7828718286345464,2.644821684431685,953.9701237662471,0.10231690350400867,0.9575962942531638,iEEG atlas
214,GD011Rq7,3.252610185257425,2.3165147688166723,77.11143138703642,0.07765802911251904,0.9829871608741447,iEEG atlas
215,GD012Lo_1,5.048094031859296,3.1928058313064804,10929.538831046144,0.08914654209935804,0.9733999271079214,iEEG atlas
216,GD013Lr_12,7.910566601688308,4.947819711566845,18767142.7190828,0.0792298638324325,0.9846223551893445,iEEG atlas
217,GD013Lr_13,9.742661278565901,5.770047712767025,249565680.84780732,0.083245755845647,0.9887399765591505,iEEG atlas
218,GD013Lr_14,8.534338245035011,5.381636498895832,55768303.42052932,0.12437468398613533,0.9723776835339006,iEEG atlas
219,GD013Lz_1,6.3004802133212685,4.224433315870898,366709.4970733128,0.08287155171803859,0.9882914521595073,iEEG atlas
220,GD013Lz_2,6.521096890698111,4.546749811687635,1034924.5421231088,0.06675675527968372,0.9918155133632635,iEEG atlas
221,GD013Lz_3,7.427651873528038,5.162147885972032,4732610.458417562,0.10730834579202848,0.9841893190160111,iEEG atlas
222,GD013Lz_4,8.299272492692394,5.636950879043986,63435327.7156112,0.08052255005796798,0.9918230308959404,iEEG atlas
223,GD013Lz_5,7.285049612013346,5.082149490736436,8149248.407649887,0.08582492982406226,0.9887775111780087,iEEG atlas
224,GD013Lp_1,4.419258901220793,2.9108600734244,697.246932816066,0.08231976671460836,0.9852093218192,iEEG atlas
225,GD013Lp_2,4.812325423442101,3.251366477261509,2207.933120842332,0.0787214061606137,0.9866670548446961,iEEG atlas
226,GD013Lp_6,6.905617124070851,4.136955097931188,5019.846813807783,0.07889774489017526,0.994144031378324,iEEG atlas
