ID,channel,offset,exponent,error_mae,gof_rsquared,dataset
211,dataset11_30L,-2.867799075372411,0.6925776057434173,0.07709690784943035,0.8856775067530688,source HD-EEG
212,dataset11_31R,-2.5928987910652337,0.803973994178268,0.0922370915168956,0.9142005844109719,source HD-EEG
213,dataset11_31L,-2.9326980115409866,0.8094863052381613,0.08383625946563195,0.9113356934124688,source HD-EEG
214,dataset11_32R,-2.50735893937038,0.9009923662606913,0.0682703791707495,0.9181112779692618,source HD-EEG
215,dataset11_32L,-2.6801412810641883,0.8668260640592991,0.06900257253056913,0.9251917033463452,source HD-EEG
216,dataset11_33R,-2.0886837047685596,1.001447562258588,0.0952528508347763,0.9079918868504167,source HD-EEG
217,dataset11_33L,-2.07906708897115,0.954243503279947,0.08869831448337577,0.9023166051312375,source HD-EEG
218,dataset11_34R,-3.465699888329603,0.6491803671996943,0.09391358277419412,0.8740295762882639,source HD-EEG
219,dataset11_34L,-2.737255377834431,0.8697231441298532,0.08050840370931975,0.9364151855096671,source HD-EEG
220,dataset11_35R,-3.0274642232252367,0.670036815505137,0.09257061499981607,0.8601533604143581,source HD-EEG
221,dataset11_35L,-2.906823097409678,0.734631953885183,0.07623799044162302,0.9176256665042087,source HD-EEG
222,dataset11_36R,-2.576210346381634,0.9742066406424176,0.07756895948981288,0.9406502820174821,source HD-EEG
223,dataset11_36L,-1.674259944583992,1.0881511336659115,0.11706918340798116,0.916755627549001,source HD-EEG
224,dataset11_37R,-2.1735892470089366,1.0789340463855572,0.07965920174248459,0.9447302992978691,source HD-EEG
225,dataset11_37L,-1.8980280574465749,1.1204895271417463,0.11922180321902089,0.9167032255185501,source HD-EEG
226,dataset11_38R,-1.2763145761162673,1.2207037470888433,0.08941125892196394,0.9327638735915686,source HD-EEG
227,dataset11_38L,-1.554614249375245,1.2749606029962888,0.12136487223923789,0.9077555333757259,source HD-EEG
228,dataset12_01R,-2.829081001987138,0.5909393391986314,0.05665037413493733,0.867027650745596,source HD-EEG
229,dataset12_01L,-3.524450151359645,0.47319163374119877,0.09202335601886928,0.6933748292483926,source HD-EEG
230,dataset12_02R,-3.2128428484442844,0.4008393153920492,0.07583062898391242,0.6157886738364721,source HD-EEG
231,dataset12_02L,-3.4990798750430434,0.4397896344650024,0.10874423987837836,0.5371859906218805,source HD-EEG
232,dataset12_03R,-3.1018213397827634,0.6283813569492893,0.050424830955212,0.8960877099250321,source HD-EEG
233,dataset12_03L,-3.5961186010264963,0.5765591287840299,0.10277316958688473,0.7412641693270644,source HD-EEG
234,dataset12_04R,-3.3754829852067934,0.7178188921158013,0.04932943839397876,0.9283730214218059,source HD-EEG
235,dataset12_04L,-4.438039715005051,0.42141504734325713,0.10669858671854389,0.5697044914300203,source HD-EEG
236,dataset12_05R,-4.181602295347974,0.5065066280635189,0.06985141281140823,0.7568525963818883,source HD-EEG
237,dataset12_05L,-4.454344091454577,0.4083977433039473,0.06713848219457563,0.6849832109122866,source HD-EEG
238,dataset12_06R,-3.4852734987893053,0.3606449374317904,0.07413270540607614,0.5948207235534138,source HD-EEG
239,dataset12_06L,-3.177721154189082,0.5798704411878257,0.07743138834334455,0.8008232971372962,source HD-EEG
240,dataset12_07R,-2.906384547037952,0.6188903289184935,0.05886075789155445,0.8810355081855952,source HD-EEG
241,dataset12_07L,-3.2279955719346805,0.7954740638167727,0.08120237147499716,0.8906061819579837,source HD-EEG
242,dataset12_08R,-3.107980421805563,0.3232562267631914,0.08432566919461792,0.4836899549851498,source HD-EEG
243,dataset12_08L,-3.0519660234526076,0.5371834924099204,0.10211668095464316,0.7188047191332182,source HD-EEG
244,dataset12_09R,-3.0551627894834152,0.36437198437085583,0.08164957671623482,0.5700388151574993,source HD-EEG
245,dataset12_09L,-3.244872364055376,0.31493195608092567,0.0941837946472308,0.588024795181234,source HD-EEG
246,dataset12_10R,-3.0713445318682675,0.4735417242450437,0.07009683824796947,0.7523215810817961,source HD-EEG
247,dataset12_10L,-3.2883426764605153,0.6590501811809301,0.06057233805794533,0.872949937160567,source HD-EEG
248,dataset12_11R,-2.8400241112372355,0.7772460604188642,0.03965112479489273,0.9696056904992766,source HD-EEG
249,dataset12_11L,-3.321142832701147,0.8693268755602146,0.1029726374528646,0.8778612072587418,source HD-EEG
250,dataset12_12R,-2.922869040742431,1.1438903587918787,0.06431818652796209,0.968811927630423,source HD-EEG
251,dataset12_12L,-2.842890851136848,1.1160894472476397,0.07634543944748204,0.9511286118277096,source HD-EEG
252,dataset12_13R,-3.0518522707006053,0.7314461377927792,0.08510283253684618,0.855513333754102,source HD-EEG
253,dataset12_13L,-2.7941700382951282,0.8828795755317997,0.049793293965387266,0.9438442568512332,source HD-EEG
